"Species1","Species2","n_virus"
"Myotis pequinius","Vespertilio sinensis",1
"Myotis pilosus","Pipistrellus pipistrellus",1
"Myotis pilosus","Plecotus auritus",1
"Myotis pilosus","Rhinolophus affinis",1
"Myotis pilosus","Rhinolophus ferrumequinum",1
"Myotis pilosus","Rhinolophus hipposideros",1
"Myotis pilosus","Rhinolophus pusillus",1
"Myotis pilosus","Rhinolophus sinicus",1
"Myotis pilosus","Tylonycteris pachypus",1
"Myotis pilosus","Vespertilio sinensis",1
"Neovison vison","Nyctereutes procyonoides",1
"Niviventer eha","Niviventer fulvescens",1
"Niviventer eha","Rattus tanezumi",1
"Niviventer fulvescens","Rattus tanezumi",1
"Nyctalus noctula","Pipistrellus nathusii",1
"Nyctalus noctula","Plecotus auritus",1
"Nyctalus noctula","Rhinolophus pusillus",1
"Nyctalus noctula","Sapajus nigritus",1
"Nyctereutes procyonoides","Phacochoerus africanus",1
"Pecari tajacu","Tayassu pecari",1
"Pipistrellus nathusii","Plecotus auritus",1
"Pipistrellus nathusii","Rhinolophus pusillus",1
"Pipistrellus nathusii","Sapajus nigritus",1
"Pipistrellus pipistrellus","Plecotus auritus",1
"Pipistrellus pipistrellus","Rhinolophus affinis",1
"Pipistrellus pipistrellus","Rhinolophus ferrumequinum",1
"Pipistrellus pipistrellus","Rhinolophus hipposideros",1
"Pipistrellus pipistrellus","Rhinolophus pusillus",1
"Pipistrellus pipistrellus","Rhinolophus sinicus",1
"Pipistrellus pipistrellus","Tylonycteris pachypus",1
"Pipistrellus pipistrellus","Vespertilio sinensis",1
"Plecotus auritus","Rhinolophus hipposideros",2
"Plecotus auritus","Vespertilio murinus",1
"Plecotus auritus","Rhinolophus affinis",1
"Plecotus auritus","Rhinolophus ferrumequinum",1
"Plecotus auritus","Rhinolophus pusillus",2
"Plecotus auritus","Rhinolophus sinicus",1
"Plecotus auritus","Tylonycteris pachypus",1
"Plecotus auritus","Vespertilio sinensis",1
"Plecotus auritus","Sapajus nigritus",1
"Rhinolophus affinis","Rhinolophus ferrumequinum",1
"Rhinolophus affinis","Rhinolophus hipposideros",1
"Rhinolophus affinis","Rhinolophus pusillus",1
"Rhinolophus affinis","Rhinolophus sinicus",1
"Rhinolophus affinis","Tylonycteris pachypus",1
"Rhinolophus affinis","Vespertilio sinensis",1
"Rhinolophus ferrumequinum","Rhinolophus hipposideros",1
"Rhinolophus ferrumequinum","Rhinolophus pusillus",1
"Rhinolophus ferrumequinum","Rhinolophus sinicus",1
"Rhinolophus ferrumequinum","Tylonycteris pachypus",1
"Rhinolophus ferrumequinum","Vespertilio sinensis",1
"Rhinolophus hipposideros","Vespertilio murinus",1
"Rhinolophus hipposideros","Rhinolophus pusillus",1
"Rhinolophus hipposideros","Rhinolophus sinicus",1
"Rhinolophus hipposideros","Tylonycteris pachypus",1
"Rhinolophus hipposideros","Vespertilio sinensis",1
"Rhinolophus luctus","Rhinolophus pusillus",1
"Rhinolophus luctus","Rousettus leschenaultii",1
"Rhinolophus pusillus","Rhinolophus sinicus",1
"Rhinolophus pusillus","Tylonycteris pachypus",1
"Rhinolophus pusillus","Vespertilio sinensis",1
"Rhinolophus pusillus","Sapajus nigritus",1
"Rhinolophus pusillus","Rousettus leschenaultii",1
"Rhinolophus sinicus","Tylonycteris pachypus",1
"Rhinolophus sinicus","Vespertilio sinensis",1
"Tylonycteris pachypus","Vespertilio sinensis",1
"Vulpes lagopus","Vulpes vulpes",1
